Name	Set	ImageFile	Type	Attribute	Level	ATK	DEF	Rarity	Format	Text
Kotodama	DB1	Kotodama	Fairy/Effect	Earth	3	0	1600			As long as this card remains face-up on the field, more than 1 monster with the same name cannot exist face-up on the field. If a monster with the same name as a face-up monster on the field is Normal Summoned, Flip Summoned, Special Summoned or flipped face-up later, it is destroyed. (If monsters with the same name are Summoned or flipped face-up at the same time, they are all destroyed.)
Labyrinth Wall	DB1	LabyrinthWall	Rock	Earth	5	0	3000			These walls form a labyrinth with no exit for enemies.
Larvae Moth	DB1	LarvaeMoth	Insect/Effect	Earth	2	500	400			This monster cannot be Normal Summoned or Set. This card can only be Special Summoned by Tributing "Petit Moth" on the 2nd of your turns after "Petit Moth" has been equipped with "Cocoon of Evolution".
Luminous Spark	DB1	LuminousSpark	Field Spell							Increase the ATK of all LIGHT monsters by 500 points and decrease their DEF by 400 points.
Mad Sword Beast	DB1	MadSwordBeast	Dinosaur/Effect	Earth	4	1400	1200			When this card attacks with an ATK that is higher than the DEF of your opponent's Defense Position monster, inflict the difference as Battle Damage to your opponent's Life Points.
Mammoth Graveyard	DB1	MammothGraveyard	Dinosaur	Earth	3	1200	800			A mammoth that protects the graves of its pack and is absolutely merciless when facing grave-robbers.
Marie the Fallen One	DB1	MarietheFallenOne	Fiend/Effect	Dark	5	1700	1200			As long as this card is in the Graveyard, gain 200 Life Points during each of your Standby Phases.
Mask of Brutality	DB1	MaskofBrutality	Equip Spell							Increase the ATK of a monster equipped with this card by 1000 points and decrease its DEF by 1000 points. Pay 1000 Life Points during each of your Standby Phases. If you do not, destroy this card.
Mask of Dispel	DB1	MaskofDispel	Continuous Spell							Select 1 face-up Spell Card on the field. The controller of the Spell Card must take damage of 500 Life Points during each of your Standby Phases. When the selected card is destroyed or removed from the field, this card is also destroyed.
Mask of the Accursed	DB1	MaskoftheAccursed	Equip Spell							The monster equipped with this card cannot attack. The controller of the equipped monster takes 500 points of damage during each of your Standby Phases.
Masked Sorcerer	DB1	MaskedSorcerer	Spellcaster/Effect	Dark	4	900	1400			When this card inflicts Battle Damage to your opponent's Life Points, draw 1 card from your Deck.
Minar	DB1	Minar	Insect/Effect	Earth	3	850	750			When this card is discarded directly from your hand to the Graveyard by an effect of a card controlled by your opponent, inflict 1000 damage to your opponent.
Minor Goblin Official	DB1	MinorGoblinOfficial	Continuous Trap							Activate only when your opponent's Life Points are 3000 or less. Inflict 500 damage to your opponent during each of his/her Standby Phases.
Mystic Plasma Zone	DB1	MysticPlasmaZone	Field Spell							Increase the ATK of all DARK monsters by 500 points and decrease their DEF by 400 points.
Nobleman of Extermination	DB1	NoblemanofExtermination	Normal Spell							Destroy and remove from play 1 face-down Spell or Trap Card. If it was a Trap Card, both players must remove from play all cards in their Deck with the same name as it.
Numinous Healer	DB1	NuminousHealer	Normal Trap							Activate only when you take damage to your Life Points. Gain 1000 Life Points. Also, gain 500 Life Points for each "Numinous Healer" card in your Graveyard.
Nuvia the Wicked	DB1	NuviatheWicked	Fiend/Effect	Dark	4	2000	800			If this monster is Summoned by a Normal Summon, it is destroyed. The ATK of this card is decreased by 200 points for each monster on your opponent's side of the field.
Painful Choice	DB1	PainfulChoice	Normal Spell						A0/T1	Select 5 cards from your Deck and show them to your opponent. Your opponent selects 1 card among them. Add that card to your hand and discard the remaining cards to the Graveyard.
Parasite Paracide	DB1	ParasiteParacide	Insect/Effect	Earth	2	500	300			FLIP: Put this card face-up in your opponent's Deck and shuffle it. When your opponent draws this card, it is Special Summoned on your opponent's side of the field in face-up Defense Position and inflicts 1000 damage to your opponent. Then all face-up monsters on your opponent's side of the field become Insect-Type as long as this card remains face-up on the field.
Penguin Knight	DB1	PenguinKnight	Aqua/Effect	Water	3	900	800			When this card is sent directly from your Deck to the Graveyard by an effect of a card controlled by your opponent, unite your Graveyard cards and your own Deck, shuffle them and form a new Deck.
Petit Moth	DB1	PetitMoth	Insect	Earth	1	300	200			This small but deadly creature is better off avoided.
Reaper of the Cards	DB1	ReaperoftheCards	Fiend/Effect	Dark	5	1380	1930			FLIP: Select 1 Trap Card on the field and destroy it. If the selected card is Set, pick up and see the card. If it is a Trap Card, it is destroyed. If it is a Spell Card, return it to its original position.
Respect Play	DB1	RespectPlay	Normal Trap							During their respective turns, each player must show their opponent their hand.
Rising Air Current	DB1	RisingAirCurrent	Field Spell							Increase the ATK of all WIND monsters by 500 points and decrease their DEF by 400 points.
Scroll of Bewitchment	DB1	ScrollofBewitchment	Equip Spell							Select 1 Attribute. Change the Attribute of the equipped monster to the one you select.
Senju of the Thousand Hands	DB1	SenjuoftheThousandHands	Fairy/Effect	Light	4	1400	1000			When this card is summoned to the field (excluding Special Summon), you may move 1 Ritual Monster Card from your Deck to your hand. The Deck is then shuffled.
Shadow Of Eyes	DB1	ShadowOfEyes	Normal Trap							Activate only when your opponent Sets a Monster Card in Defense Position. Change it to face-up Attack Position. If the Monster Card has a Flip Effect, it is not activated.
Shining Abyss	DB1	ShiningAbyss	Fairy	Light	4	1600	1800			This monster employs the powers of both Light and Darkness.
Skull Invitation	DB1	SkullInvitation	Continuous Trap							Each time a card is sent to the Graveyard, inflict 300 points of damage to its owner's Life Points per card.
Slot Machine	DB1	SlotMachine	Machine	Dark	7	2000	2300			The machine's ability is said to vary according to its slot results.
Solemn Wishes	DB1	SolemnWishes	Continuous Trap							Gain 500 Life Points each time you draw a card (or cards).
Sonic Bird	DB1	SonicBird	Winged Beast/Effect	Wind	4	1400	1000			When this card is Normal or Flip Summoned, add 1 Ritual Spell Card from your Deck to your hand.
Spirit of the Breeze	DB1	SpiritoftheBreeze	Fairy/Effect	Wind	3	0	1800			As long as this card remains in face-up Attack Position on your side of the field, gain 1000 Life Points during each of your Standby Phases.
St. Joan	DB1	StJoan	Fairy/Fusion	Light	7	2800	2000			The Forgiving Maiden" + "Marie the Fallen One
Stop Defense	DB1	StopDefense	Normal Spell							Select 1 Defense Position monster on your opponent's side of the field and change it to Attack Position.
Suijin	DB1	Suijin	Aqua/Effect	Water	7	2500	2400			Activate only during your opponent's damage calculation. Make the ATK of a monster attacking this card 0 during damage calculation. This effect can only be used once as long as this card remains face-up on the field.
Sword Hunter	DB1	SwordHunter	Warrior/Effect	Earth	7	2450	1700			A monster destroyed by this card as a result of battle becomes an Equip Card at the end of the Battle Phase that increases the ATK of this card by 200 points.
Tailor of the Fickle	DB1	TailoroftheFickle	Quick-Play Spell							Switch 1 Equip Card equipped to a monster to another correct target.
The Cheerful Coffin	DB1	TheCheerfulCoffin	Normal Spell							You can discard up to three Monster Cards from your hand to the Graveyard.
The Earl of Demise	DB1	TheEarlofDemise	Fiend	Dark	5	2000	700			This gentlemanly creature is extremely wicked, feared by man and fiend alike.
The Eye Of Truth	DB1	TheEyeOfTruth	Continuous Trap							As long as this card remains face-up on the field, your opponent must show his/her hand. Your opponent increases his/her Life Points by 1000 points during each of his/her Standby Phases if he/she has a Spell Card in his/her hand.
The Forceful Sentry	DB1	TheForcefulSentry	Normal Spell						A0/T1	Look at your opponent's hand. Select 1 card among them and return it to his/her Deck. The Deck is then shuffled.
The Forgiving Maiden	DB1	TheForgivingMaiden	Fairy/Effect	Light	4	850	2000			Tribute this face-up card to return to your hand 1 of your monsters destroyed by battle during this turn.
The Gross Ghost of Fled Dreams	DB1	TheGrossGhostofFledDreams	Fiend	Dark	4	1300	1800			This monster feeds on the dreams of an unwary sleeper, dragging the victim into eternal slumber.
The Legendary Fisherman	DB1	TheLegendaryFisherman	Warrior/Effect	Water	5	1850	1600			As long as "Umi" is face-up on the field, this card is unaffected by any Spell Cards. Monsters on your opponent's side of the field cannot select this card as an attack target.
The Portrait's Secret	DB1	ThePortraitsSecret	Fiend	Earth	4	1200	1500			A portrait cursed by the artist, it is said to bring ill fortune to anyone who owns it.
The Reliable Guardian	DB1	TheReliableGuardian	Quick-Play Spell							Increase 1 face-up monster's DEF by 700 points until the end of this turn.
The Shallow Grave	DB1	TheShallowGrave	Normal Spell							Each player select a monster in their Graveyard and Special Summons it in face-down Defense Position.
Thousand-Eyes Idol	DB1	ThousandEyesIdol	Spellcaster	Dark	1	0	0			A wicked entity that controls the hearts of men, its thousand eyes are able to see and expand the negative influences in an individual's soul.
Time Seal	DB1	TimeSeal	Normal Trap						A0/T1	Skip the Draw Phase of your opponent's next turn.
Toll	DB1	Toll	Continuous Spell							Each player must pay 500 Life Points to declare an attack.
Type Zero Magic Crusher	DB1	TypeZeroMagicCrusher	Continuous Trap							Discard 1 Spell Card from your hand to inflict 500 damage to your opponent.
Umiiruka	DB1	Umiiruka	Field Spell							Increase the ATK of all WATER monsters by 500 points and decrease their DEF by 400 points.
Uraby	DB1	Uraby	Dinosaur	Earth	4	1500	800			Fast on its feet, this dinosaur rips enemies to shreds with its sharp claws.
Worm Drake	DB1	WormDrake	Reptile	Earth	4	1400	1500			Once this monster wraps itself around a victim, there is no escape.
After the Struggle	DB2	AftertheStruggle	Normal Spell							This card can only be activated during Main Phase 1. All monsters on both sides of the field that have been involved in damage calculation are destroyed during the End Step of the turn.
Aqua Spirit	DB2	AquaSpirit	Aqua/Effect	Water	4	1600	1200			This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from play 1 WATER monster in your Graveyard. During each of your opponent's Standby Phases, you can change the battle position of 1 of your opponent's face-up Monster Cards. Once changed, the monster must remain in this position for the rest of the turn.
Array of Revealing Light	DB2	ArrayofRevealingLight	Field Spell							Declare 1 Type of monster. Any monster of the selected Type cannot attack during the turn it is Summoned (including Flip Summon and Special Summon).
Arsenal Bug	DB2	ArsenalBug	Insect/Effect	Earth	3	2000	2000			If there are no face-up Insect-Type monsters (except this monster) on your side of the field, both the ATK and DEF of this monster become 1000 points.
Bad Reaction to Simochi	DB2	BadReactiontoSimochi	Continuous Trap							As long as this card remains face-up on the field, the effect of increasing your opponent's Life Points is negated and changed to inflict the same amount of points in Direct Damage to your opponent's Life Points.
Bark of Dark Ruler	DB2	BarkofDarkRuler	Normal Trap							You can activate this card during the Damage Step of the Battle Phase that a Fiend-Type monster on your side of the field attacks or is attacked. Pay your Life Points (in multiples of 100 points) to decrease 1 of your opponent's monster's ATK and DEF by the same amount of points until the End Phase of that turn.
